"","row","center.X","center.Y","TR","Elev.minim","Elev.maxim","Elev.mean","Elev.mode","Elev.stdde","Elev.varia","CV","IQ","Elev.skewn","Elev.kurto","Elev.AAD","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.ske","Elev.L.kur","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Return.1.c","Return.2.c","Return.3.c","Return.4.c","Percentage","Percenta_1","X.All.retur","First.retu","All.return","Percenta_2","Percenta_3","Percenta_4","Percenta_5","X.All.ret_1","X.All.ret_2","First.re_1","First.re_2","All.retu_1","All.retu_2","Total.firs","Canopy.rel","Elev.quadr","Elev.cubic","Profile.ar","Habitat"
"1",118,532840,27360,454,3.0154,19.6343,9.365,9.874,3.2257,10.405,0.3444,4.5615,0.0484,2.4546,2.6193,9.365,1.8407,-0.0082,0.1665,0.1965,-0.0045,0.0905,3.2448,4.1137,4.663,6.3427,7.0256,7.4968,8.8019,9.663,10.2029,10.9085,11.5871,12.0863,13.6012,14.5519,16.381,404,50,0,0,83.1276,72.9904,93.4156,404,454,47.9424,41.1523,39.3891,33.7621,50.4115,43.2099,233,200,245,210,486,0.3821,9.9038,10.3684,43.2539,"RMR"
"2",118,532860,27360,443,3.0012,22.5861,11.0028,12.0165,4.3703,19.0996,0.3972,6.2513,-0.1309,2.2728,3.585,11.0028,2.4956,-0.1127,0.1791,0.2268,-0.0451,0.0718,3.1337,3.575,4.3094,6.4971,7.9963,8.6922,10.394,11.5045,12.3216,13.6432,14.2476,14.7728,16.3927,17.6464,19.8471,374,65,4,0,81.3043,69.7638,96.3043,374,443,49.5652,40.2174,38.7402,31.1811,53.4783,43.0435,228,185,246,198,460,0.4086,11.8372,12.4936,39.6955,"RMR"
"3",118,532880,27360,573,3.0264,22.6099,12.5573,12.9735,4.7472,22.536,0.378,7.6174,-0.1915,2.0739,3.9922,12.5573,2.7275,-0.1445,0.1255,0.2172,-0.053,0.046,3.2917,4.4183,5.6216,7.9753,8.8008,9.4821,11.6317,13.1251,14.0981,15.8517,16.4182,16.9506,18.6665,19.711,21.2873,409,140,24,0,89.693,79.5833,125.6579,409,573,58.9912,57.2368,43.1944,41.25,68.2018,65.1316,269,261,311,297,456,0.4867,13.4232,14.1066,46.7815,"RMR"
"4",117,532840,27340,428,3.0636,23.8036,11.4197,11.9522,4.838,23.4067,0.4237,7.5879,0.1511,2.216,4.0303,11.4197,2.7778,0.0776,0.1527,0.2432,0.0279,0.055,3.1603,3.9095,4.8562,6.5514,7.5679,8.5294,9.971,11.549,12.5966,14.4364,15.1558,16.0754,17.8479,18.8522,22.1531,359,68,1,0,75.4202,65.4434,89.916,359,428,42.0168,39.2857,33.1804,30.4281,45.5882,41.8067,200,187,217,199,476,0.4029,12.4001,13.2122,33.8175,"RMR"
"5",117,532860,27340,441,3.0151,27.646,14.3018,3.4061,7.6165,58.0108,0.5326,14.2432,0.0951,1.6115,6.7786,14.3018,4.3842,0.1391,-0.1975,0.3065,0.0317,-0.045,3.1074,3.6541,4.4445,5.6785,7.1096,8.5188,11.1628,13.3414,17.1531,20.2969,21.3528,22.6844,24.5944,25.8944,27.2283,334,99,7,1,70.021,61.4206,92.4528,334,441,38.3648,68.1342,29.1086,60.0279,43.8155,90.3564,183,325,209,431,477,0.4582,16.1994,17.5987,32.072,"RMR"
"6",117,532960,27340,1343,3.0143,22.8323,16.9476,18.7428,4.6616,21.7307,0.2751,3.8325,-1.5435,4.9279,3.3285,16.9476,2.3625,-0.7099,0.5275,0.1394,-0.3005,0.2233,3.1504,4.6582,10.1516,15.1853,15.8839,16.4592,17.379,18.1401,18.8229,19.3939,19.7164,20.1939,21.4508,22.2285,22.7605,1254,87,2,0,82.9365,75.7046,88.8228,1254,1343,56.6799,36.4418,48.8726,31.1161,57.3413,36.5079,857,551,867,552,1512,0.7031,17.5766,17.983,56.02,"RMR"
"7",117,532980,27340,693,3.0217,21.9102,13.497,16.2136,5.279,27.8677,0.3911,7.7163,-0.6316,2.178,4.4886,13.497,2.9468,-0.5325,0.1382,0.2183,-0.1807,0.0469,3.1387,3.6785,4.3817,8.1131,9.8271,10.8007,13.6396,15.3683,16.2239,16.9259,17.5435,17.8467,19.2048,20.3647,21.1563,601,89,3,0,51.062,49.2188,58.8785,601,693,34.1546,23.3645,29.6165,19.8864,35.4291,23.7893,402,275,417,280,1177,0.5546,14.4912,15.1724,31.3989,"RMR"
"8",116,532860,27320,460,3.1328,29.0944,19.9596,24.9735,6.4697,41.8571,0.3241,8.4977,-0.8493,2.7519,5.2522,19.9596,3.5686,-0.7749,0.3165,0.1788,-0.2172,0.0887,4.1513,6.9501,9.1782,14.8535,16.4308,17.7704,20.1351,21.6851,23.1595,24.22,24.9285,25.4207,27.037,27.7681,28.4975,371,84,5,0,76.4948,54.3093,94.8454,371,460,52.1649,23.7113,32.9398,13.5773,57.5258,23.7113,253,115,279,115,485,0.6481,20.9798,21.7033,37.5438,"RMR"
"9",116,532880,27320,668,3.1331,28.7799,15.5165,11.2749,7.0977,50.3767,0.4574,12.7218,0.191,1.7279,6.2341,15.5165,4.0721,0.2308,-0.0568,0.2624,0.0567,-0.014,3.7482,5.155,6.7119,8.8095,9.8097,10.5414,12.0576,13.9797,16.9754,20.9552,22.5315,23.7654,25.5053,26.5686,27.5168,448,197,23,0,91.0569,80.3851,135.7724,448,668,53.0488,69.9187,35.3791,52.4669,59.7561,88.6179,261,344,294,436,492,0.4828,17.0606,18.3169,44.6857,"RMR"
"10",116,532920,27320,1012,3.0466,27.2667,11.7618,8.4289,5.7915,33.5418,0.4924,8.5792,0.7609,2.5383,4.7705,11.7618,3.2105,0.6474,0.2536,0.273,0.2017,0.079,3.6171,4.5079,5.5705,6.6545,7.5165,8.0798,8.8848,10.0419,11.3598,13.7503,16.0956,17.3362,21.6019,22.8601,25.5967,739,248,24,1,62.1008,57.0784,85.042,739,1012,29.4118,47.479,21.8274,38.5787,32.521,57.479,350,565,387,684,1190,0.3598,13.1091,14.3535,26.4315,"RMR"
"11",116,532940,27320,662,3.2379,21.4227,11.9649,11.8974,4.2564,18.1169,0.3557,6.4874,-0.0915,2.1695,3.512,11.9649,2.4424,-0.0721,0.1452,0.2041,-0.0295,0.0595,3.7836,4.8637,5.7648,7.6962,8.8817,9.4568,11.2703,12.1031,13.3324,14.58,15.3691,15.9522,17.3413,18.3187,21.0141,579,82,1,0,43.9636,40.4645,50.2658,579,662,25.1329,25.7403,21.0269,21.5159,26.12,26.7274,331,339,344,352,1317,0.4799,12.6984,13.3048,25.9474,"RMR"
"12",116,532960,27320,1238,3.0299,21.4523,16.1812,16.7736,2.6285,6.9088,0.1624,2.3472,-2.1532,9.614,1.7616,16.1812,1.2799,-0.3358,0.3314,0.0791,-0.2624,0.2589,4.9834,11.242,13.7735,14.9646,15.3608,15.6684,16.209,16.7355,17.0409,17.4529,17.7081,18.0177,18.6018,19.1347,19.9222,1165,73,0,0,98.7288,86.8163,104.9153,1165,1238,63.6441,51.1017,53.0154,42.5666,64.0678,51.4407,751,603,756,607,1180,0.7139,16.3931,16.5497,70.0538,"RMR"
"13",116,532980,27320,1175,3.0195,22.9503,18.0626,18.2049,3.6371,13.2285,0.2014,2.804,-2.7304,11.3149,2.2313,18.0626,1.6175,-0.565,0.478,0.0896,-0.3493,0.2955,3.2383,12.4866,15.4249,16.9,17.2891,17.6979,18.3008,18.7653,19.337,19.8562,20.093,20.3868,21.0091,21.3882,22.0027,1065,105,5,0,98.5199,84.8988,108.6957,1065,1175,69.8427,67.2525,54.9133,52.8179,70.3053,67.6226,755,727,760,731,1081,0.7548,18.4248,18.6414,69.5692,"RMR"
"14",116,533000,27320,1179,3.0031,23.1234,15.0469,18.3329,5.6771,32.2296,0.3773,6.3936,-1.0134,2.5806,4.6848,15.0469,2.9924,-0.9031,0.2402,0.1989,-0.3018,0.0803,3.2039,3.758,4.3889,8.5515,12.6498,14.2583,16.4138,17.5538,18.167,18.7158,19.0433,19.373,20.2109,20.7509,21.9151,980,187,12,0,96.3618,81.1983,115.9292,980,1179,76.0079,43.6578,55.0275,30.7851,78.5644,43.9528,773,444,799,447,1017,0.5986,16.0814,16.7211,55.6416,"RMR"
"15",116,533020,27320,781,3.0371,24.3246,11.1531,3.0371,5.2642,27.7122,0.472,9.1407,0.2432,2.0929,4.4768,11.1531,3.0179,0.1703,0.0691,0.2706,0.0564,0.0229,3.1449,3.5216,4.3481,5.6133,6.2349,6.9569,9.571,11.0134,12.6211,14.621,15.3756,16.1005,18.0054,20.1669,22.7652,652,123,6,0,68.849,64.2798,82.471,652,781,37.4868,68.7434,31.6049,64.1975,40.5491,82.3654,355,651,384,780,947,0.3813,12.3316,13.2928,31.7826,"RMR"
"16",115,532880,27300,380,3.1549,30.9735,17.2679,26.1163,8.1146,65.846,0.4699,14.7625,-0.0854,1.6705,7.232,17.2679,4.6738,-0.1371,-0.1383,0.2707,-0.0293,-0.0296,3.6196,4.5153,5.9424,9.0511,10.6089,11.4946,14.0374,17.8536,20.6414,24.1788,25.3715,25.9067,27.5409,28.654,30.4537,307,65,8,0,60.7921,50.8701,75.2475,307,380,34.6535,13.6634,25.8367,9.2369,38.2178,13.6634,175,69,193,69,505,0.5073,19.0749,20.4127,28.4791,"RMR"
"17",115,532900,27300,966,3.0613,30.2906,18.5832,20.782,7.4583,55.627,0.4013,12.6039,-0.3446,1.9165,6.3979,18.5832,4.2671,-0.4203,0.0454,0.2296,-0.0985,0.0106,3.3345,5.9422,7.837,10.0411,12.2521,13.7109,17.4148,19.9484,21.7292,23.8088,24.856,26.2003,27.8884,28.6774,29.7135,643,279,41,3,76.822,62.2423,115.4122,643,966,53.7634,48.1481,35.3737,28.8015,65.5914,53.405,450,403,549,447,837,0.57,20.0226,21.084,38.264,"RMR"
"18",115,532940,27300,671,3.0087,28.2638,16.467,24.6559,8.0287,64.4595,0.4876,15.2879,-0.157,1.5652,7.1935,16.467,4.6059,-0.2512,-0.2677,0.2797,-0.0545,-0.0581,3.1458,4.0808,5.2617,7.584,8.8715,10.0791,13.7933,16.9468,20.7722,23.0812,24.1594,25.02,26.4163,27.1476,27.9408,539,123,9,0,56.8565,53.3386,70.7806,539,671,30.9072,16.0338,27.504,12.0827,36.4979,16.0338,293,152,346,152,948,0.5329,18.3174,19.6296,31.3672,"RMR"
"19",115,532960,27300,1266,3.0381,29.286,15.9463,13.4539,6.5372,42.7356,0.41,10.2252,-0.0501,2.1131,5.4282,15.9463,3.7564,-0.0377,0.2136,0.2356,-0.01,0.0569,3.5052,4.8871,6.4517,10.1346,11.4369,12.4011,14.0232,15.7392,17.6479,19.7961,21.662,22.7239,24.797,26.0799,28.3139,965,269,32,0,91.3826,77.6687,119.8864,965,1266,51.8939,66.7614,37.9141,49.8773,58.5227,76.9886,548,705,618,813,1056,0.4918,17.2333,18.2553,43.2674,"RMR"
"20",115,532980,27300,1043,3.1844,29.6625,16.383,18.3147,6.5677,43.1343,0.4009,9.3317,-0.3361,2.2874,5.3477,16.383,3.73,-0.323,0.3195,0.2277,-0.0866,0.0857,3.4894,4.4029,5.7421,10.165,11.6955,13.9747,15.7638,17.4535,18.6386,20.0593,21.0272,21.9363,24.5448,26.4855,28.3697,855,180,8,0,80.9659,67.8153,98.7689,855,1043,51.2311,40.1515,38.2315,29.5839,55.6818,43.0871,541,424,588,455,1056,0.4985,17.6492,18.5857,39.0265,"RMR"
"21",115,533000,27300,1158,3.0199,29.8344,18.1391,19.6193,6.4695,41.8542,0.3567,9.9458,-0.3744,2.2333,5.4169,18.1391,3.6956,-0.3448,0.1989,0.2037,-0.0933,0.0538,3.5091,6.752,8.7658,11.8208,13.3413,14.85,17.0614,18.9691,20.6659,22.5442,23.287,24.1585,26.0793,27.4521,28.6514,861,273,23,1,89.2228,77.4064,120,861,1158,58.1347,51.399,42.5802,36.4305,66.0104,56.4767,561,496,637,545,965,0.5638,19.2573,20.1181,48.6921,"RMR"
"22",115,533020,27300,966,3.0098,27.8364,13.3261,3.4038,6.2773,39.4049,0.4711,10.3145,0.0904,1.9746,5.2665,13.3261,3.6143,0.0804,0.1042,0.2712,0.0222,0.0288,3.1409,3.7732,4.6481,6.517,7.9812,9.3221,11.9351,13.3867,14.8601,17.2333,18.2957,19.5712,21.7968,23.5738,25.8141,738,199,29,0,79.6117,71.3442,104.2071,738,966,45.0917,78.2093,35.8198,70.0148,52.3193,102.2654,418,725,485,948,927,0.4155,14.7292,15.8243,37.7987,"RMR"
"23",115,533040,27300,1075,3.021,24.4163,11.8767,14.5676,5.054,25.543,0.4255,7.605,0.2669,2.2621,4.2391,11.8767,2.8908,0.1608,0.1537,0.2434,0.0556,0.0532,3.5724,4.4144,5.244,6.8526,7.5645,8.1629,10.1635,12.0562,13.379,14.7174,15.1696,16.1055,18.8094,20.718,23.2927,823,227,24,1,91.5462,82.5653,119.5773,823,1075,53.1702,34.2603,41.9355,26.1137,60.7341,37.8198,478,308,546,340,899,0.4139,12.9064,13.7841,41.693,"RMR"
"24",114,532900,27280,1318,3.0016,32.073,16.6207,7.6161,8.2859,68.6558,0.4985,15.9209,-0.0271,1.615,7.3122,16.6207,4.7703,-0.0376,-0.2062,0.287,-0.0079,-0.0432,3.1746,4.2267,5.8873,7.5722,8.251,9.7188,13.6026,16.9376,20.1016,22.8565,24.1719,25.9062,27.8425,28.4927,29.2753,1050,254,14,0,73.9437,61.0185,92.8169,1050,1318,42.6056,62.3239,31.2963,48.6574,47.6056,74.0141,605,885,676,1051,1420,0.4685,18.5702,19.9973,34.193,"RMR"
"25",114,532920,27280,1346,3.0837,30.677,18.7933,10.9675,6.9934,48.9077,0.3721,11.2066,-0.3102,2.1272,5.9596,18.7933,4.0076,-0.3102,0.1421,0.2132,-0.0774,0.0355,3.3381,6.4894,8.9389,12.171,13.4007,14.6116,17.0513,19.3774,21.8394,23.7521,24.6073,25.5219,27.8362,28.6956,30.1006,1047,279,20,0,89.1823,72.3656,114.6508,1047,1346,51.9591,79.046,37.4731,61.2366,59.3697,97.0187,610,928,697,1139,1174,0.5693,20.0514,21.0196,44.6778,"RMR"
"26",114,532940,27280,1080,3.0305,31.6669,20.1779,22.576,7.2013,51.8586,0.3569,8.6656,-0.885,2.988,5.6346,20.1779,3.945,-0.7954,0.4855,0.1955,-0.2016,0.1231,3.2556,4.4547,7.0143,15.3969,16.8427,18.4746,20.1592,21.6783,23.018,24.5319,25.5083,26.2467,28.2702,29.3418,30.3515,822,235,22,1,74.524,64.9038,97.9148,822,1080,51.5866,38.8939,38.8822,28.3053,58.6582,42.7017,569,429,647,471,1103,0.5988,21.4233,22.2543,42.6487,"RMR"
"27",114,532980,27280,1012,3.3171,30.9608,22.6525,27.8893,6.9251,47.9573,0.3057,8.5417,-1.0853,3.1943,5.5754,22.6525,3.7141,-1.0511,0.3953,0.164,-0.283,0.1064,4.3093,7.8256,10.8334,16.8268,19.3014,20.9628,23.4999,25.0182,26.3093,27.3047,27.8431,28.3124,29.4985,30.1223,30.6768,785,207,20,0,81.9415,66.6667,105.6367,785,1012,61.0647,26.096,43.0171,16.5349,68.1628,26.2004,585,250,653,251,958,0.6995,23.6864,24.396,48.5445,"RMR"
"28",113,532920,27260,1043,3.0204,35.3975,11.5228,4.5622,7.4175,55.0186,0.6437,9.7121,1.0998,3.4892,6.0376,11.5228,3.991,1.0981,0.3505,0.3464,0.2751,0.0878,3.1554,3.6587,4.3039,5.1952,5.7386,6.2896,7.1618,8.8185,11.6207,13.951,15.4507,17.3943,23.2033,26.3526,33.9259,824,205,13,1,74.5027,70.047,94.3038,824,1043,32.821,66.0036,28.274,61.182,38.0651,82.3689,363,730,421,911,1106,0.2626,13.7018,15.7115,24.3744,"RMR"
"29",113,532940,27260,1264,3.0261,30.8253,13.8554,11.8513,7.2327,52.3123,0.522,10.7487,0.541,2.3487,6.0055,13.8554,4.0954,0.5623,0.2445,0.2956,0.1373,0.0597,3.3009,4.1674,5.0495,6.7614,8.0059,9.0366,10.924,12.2745,14.585,17.4562,18.7545,20.4315,25.1211,27.4802,30.369,984,259,20,1,89.6992,80.4583,115.2233,984,1264,42.0237,51.8687,34.6913,43.3482,49.6809,62.0784,461,569,545,681,1097,0.3896,15.6282,17.1419,36.3276,"RMR"
"30",113,532960,27260,993,3.0223,28.9329,12.2684,8.7802,6.4375,41.4419,0.5247,7.229,1.0681,3.2473,5.0672,12.2684,3.453,0.8991,0.4701,0.2815,0.2604,0.1361,3.3777,4.9532,5.7703,7.3263,7.7521,8.293,9.1168,10.2329,11.743,13.8029,14.9811,16.517,23.6363,26.5149,28.497,775,197,21,0,83.3333,76.2087,106.7742,775,993,33.5484,58.0645,27.3216,49.3477,38.2796,69.1398,312,540,356,643,930,0.3568,13.8533,15.4038,32.155,"RMR"
"31",113,532980,27260,584,3.007,28.604,14.9974,3.007,7.6581,58.6468,0.5106,14.399,-0.0952,1.7091,6.6487,14.9974,4.4107,-0.1093,-0.0986,0.2941,-0.0248,-0.0224,3.1058,3.4348,4.0569,5.7702,7.3997,9.6781,13.235,15.7206,18.2219,20.0115,21.7987,22.8521,25.36,26.2318,27.2805,470,102,11,1,46.9062,44.0422,58.2834,470,584,28.0439,46.8064,23.8311,43.9668,31.5369,58.1836,281,469,316,583,1002,0.4684,16.8366,18.1355,23.7218,"RMR"
"32",112,532920,27240,586,3.0157,35.4105,11.9364,4.0442,9.134,83.43,0.7652,10.465,1.1982,3.0676,7.4334,11.9364,4.71,1.7215,0.4673,0.3946,0.3655,0.0992,3.1465,3.7575,4.2151,4.9703,5.3785,5.831,6.6937,7.5229,9.1541,13.1982,15.8435,19.1375,28.8312,31.8011,34.0616,465,106,13,2,48.6402,47.5264,61.2971,465,586,14.1213,44.9791,15.8151,43.8767,20.3975,56.59,135,430,195,541,956,0.2754,15.0255,17.7524,16.5607,"RMR"
"33",112,532940,27240,1036,3.0098,32.592,9.5289,9.114,5.4581,29.7909,0.5728,5.2693,1.8097,6.8043,3.7895,9.5289,2.7379,0.7695,0.5941,0.2873,0.2811,0.217,3.1096,3.5333,4.0904,5.3959,5.8493,6.327,7.5,8.6295,9.4763,10.4662,11.1187,11.8247,15.7119,22.6743,29.0131,849,177,10,0,80.7034,69.0207,98.4791,849,1036,34.2205,39.1635,27.3817,31.046,39.0684,44.2966,360,412,411,466,1052,0.2204,10.9801,12.6202,22.9192,"RMR"
"34",112,532960,27240,1054,3.0164,31.8241,16.3303,15.3625,6.8564,47.0101,0.4199,9.083,0.2332,2.2938,5.5844,16.3303,3.9164,0.2204,0.3248,0.2398,0.0563,0.0829,3.7089,5.5213,7.4125,9.9563,11.5019,12.352,14.3266,15.6523,17.4225,19.4947,20.5849,23.1848,26.2783,28.4498,30.9663,804,224,25,1,86.5447,80.0304,113.4553,804,1054,45.5328,51.9914,36.3705,42.6727,51.5608,60.4952,423,483,479,562,929,0.4622,17.71,18.881,41.8224,"RMR"
"35",112,532980,27240,750,3.0767,27.4945,12.3126,6.5649,6.0877,37.06,0.4944,9.7593,0.5658,2.2679,5.1445,12.3126,3.439,0.5263,0.1624,0.2793,0.153,0.0472,3.3087,4.3117,5.2914,6.7793,7.3779,8.017,9.3321,10.8757,12.5092,15.3312,17.1372,18.3559,21.554,23.6328,26.7112,614,131,5,0,60.0196,55.8867,73.3138,614,750,27.0772,52.2972,22.8763,45.9762,30.0098,60.3128,277,535,307,617,1023,0.3782,13.7335,14.9794,27.2149,"RMR"
"36",111,532940,27220,1134,3.0518,38.895,22.04,33.7746,10.4254,108.6884,0.473,19.5938,-0.224,1.6544,9.3272,22.04,5.9701,-0.4281,-0.2164,0.2709,-0.0717,-0.0362,3.283,4.9229,8.1472,10.5808,11.6834,14.0733,18.6513,24.1343,27.8763,30.4741,31.2772,32.248,34.678,36.1622,37.7693,855,267,12,0,82.2115,69.3578,109.0385,855,1134,51.1538,16.6346,37.9817,10.581,59.7115,16.6346,532,173,621,173,1040,0.5298,24.3794,26.0279,40.0162,"RMR"
"37",111,532960,27220,1319,3.093,31.5519,19.2353,18.9035,6.2679,39.2865,0.3259,8.7631,-0.1974,2.6567,4.9753,19.2353,3.5478,-0.0718,0.394,0.1844,-0.0202,0.1111,4.2501,7.9899,11.3608,14.527,15.478,16.1563,17.7502,18.9689,20.0988,22.5969,24.2411,25.3778,27.8571,29.4125,30.569,1004,288,27,0,96.7245,85.705,127.0713,1004,1319,52.4085,56.5511,39.961,43.3398,59.2486,64.2582,544,587,615,667,1038,0.5672,20.23,21.0549,53.127,"RMR"
"38",111,532980,27220,1141,3.0087,30.562,18.072,18.7534,6.4333,41.3874,0.356,9.13,-0.4973,2.4784,5.2335,18.072,3.6407,-0.4266,0.3139,0.2015,-0.1172,0.0862,3.4476,5.6664,8.1824,12.6392,14.0793,15.1526,17.4143,18.8801,20.4744,22.3406,23.2094,24.0148,25.838,27.0862,28.8467,872,240,28,1,89.6197,78.5272,117.2662,872,1141,59.7122,54.6763,43.978,40.1239,65.6732,59.9178,581,532,639,583,973,0.5467,19.182,20.0099,48.5133,"RMR"
"39",110,532940,27200,1402,3.0093,37.1609,21.98,30.1137,10.341,106.9366,0.4705,19.1253,-0.5186,1.846,8.9751,21.98,5.8142,-0.934,-0.0835,0.2645,-0.1606,-0.0144,3.1816,4.3043,5.6074,9.0087,11.5864,16.6034,21.7193,25.0728,27.9255,29.9648,30.7116,31.53,33.4892,34.4727,35.5064,981,381,40,0,91.768,79.7497,131.1506,981,1402,66.5108,36.3891,47.3834,23.2082,77.9233,38.1665,711,389,833,408,1069,0.5555,24.2896,25.7593,48.741,"RMR"
"40",110,532960,27200,1113,3.0052,36.5914,18.3036,3.5384,10.7803,116.2156,0.589,21.564,0.096,1.4939,9.8427,18.3036,6.169,0.2157,-0.4521,0.337,0.035,-0.0733,3.2476,3.8488,4.6185,6.4793,7.2415,9.2755,13.0466,16.2045,23.8019,27.3505,28.8054,30.197,32.5693,34.4761,35.7274,862,224,24,3,78.7934,70.7116,101.7367,862,1113,39.0311,77.3309,33.5451,68.8691,48.2633,99.0859,427,846,528,1084,1094,0.4555,21.2399,23.2869,35.8894,"RMR"
"41",110,532980,27200,1266,3.0746,30.9785,18.2916,26.9922,8.2701,68.395,0.4521,16.1079,-0.3077,1.6545,7.4148,18.2916,4.7147,-0.4909,-0.2121,0.2578,-0.1041,-0.045,3.4792,4.6515,6.4581,9.0236,9.8887,12.1966,15.7673,20.2011,23.1897,25.2358,25.9966,26.6692,27.9261,28.7115,29.8639,969,272,25,0,87.062,72.6751,113.7466,969,1266,53.9084,19.7664,39.0356,12.744,61.0961,19.9461,600,220,680,222,1113,0.5453,20.073,21.324,44.079,"RMR"
"42",110,533000,27200,758,3.005,32.1248,15.8937,3.005,8.9211,79.5857,0.5613,17.4952,-0.0217,1.5979,7.9187,15.8937,5.1236,-0.0019,-0.2706,0.3224,-4e-04,-0.0528,3.1419,3.4498,3.9445,5.3317,6.4897,8.4086,13.0606,16.1906,19.861,23.0679,23.985,25.1628,27.3303,28.999,31.3057,584,155,19,0,64.1054,54.8878,83.2053,584,758,36.8825,63.9956,27.9508,54.8154,42.371,83.0955,336,583,386,757,911,0.4426,18.2234,19.8228,28.0844,"RMR"
"43",110,533020,27200,969,3.0305,31.094,13.4982,8.8214,7.7133,59.4951,0.5714,12.9926,0.6408,2.0274,6.7852,13.4982,4.2752,0.866,0.0826,0.3167,0.2026,0.0193,3.4205,4.1195,5.2387,7.1252,7.6761,8.1577,8.9979,10.0391,12.2544,18.1173,20.6687,22.5142,25.5666,27.0985,30.1031,794,160,14,1,84.2887,71.1976,102.8662,794,969,33.2272,54.6709,27.7737,44.3057,40.1274,64.0127,313,515,378,603,942,0.373,15.5446,17.2801,31.6542,"RMR"
"44",109,532980,27180,909,3.0009,35.3036,18.5483,4.0263,11.1388,124.0736,0.6005,22.2405,-0.0189,1.3693,10.3301,18.5483,6.3232,0.0085,-0.6704,0.3409,0.0013,-0.106,3.2157,3.8526,4.386,5.9661,6.9821,8.0073,11.8608,19.6173,25.0954,28.2859,29.2225,30.2471,32.7345,33.7925,34.9823,731,164,14,0,69.8185,57.4953,86.8195,731,909,37.7268,65.234,29.8545,54.1429,45.0812,81.7574,395,683,472,856,1047,0.4813,21.6328,23.6641,29.9974,"RMR"
"45",109,533000,27180,1006,3.0137,36.2411,25.5714,33.604,9.0541,81.9776,0.3541,10.8867,-1.1525,3.1758,7.268,25.5714,4.7808,-1.5223,0.4737,0.187,-0.3184,0.0991,3.2915,5.1565,7.9967,18.2255,21.6466,23.8157,27.0096,28.8615,30.5461,32.004,32.5334,32.9806,33.9034,34.2965,35.1846,791,197,18,0,75.9846,61.9458,96.6378,791,1006,55.2354,12.5841,39.7783,8.0665,62.0557,12.5841,575,131,646,131,1041,0.6789,27.1255,28.0835,44.5426,"RMR"
"46",109,533020,27180,1263,3.0105,37.6705,23.4705,31.6188,9.6901,93.898,0.4129,15.7861,-0.5597,2.1109,8.2767,23.4705,5.4706,-0.883,0.1475,0.2331,-0.1614,0.027,3.5614,5.2248,8.0066,13.3021,15.6604,18.245,22.9887,26.15,28.5205,30.6231,31.4465,32.2387,34.5205,35.8457,36.9526,892,323,47,1,86.9396,76.8248,123.0994,892,1263,60.039,28.8499,45.1338,18.6131,72.3197,29.8246,616,296,742,306,1026,0.5903,25.3907,26.6964,48.2418,"RMR"
"47",90,533540,26800,39,3.104,8.9386,5.9692,3.104,1.7216,2.9638,0.2884,2.588,-0.1965,1.9337,1.429,5.9692,0.9962,-0.0593,0.0387,0.1669,-0.0595,0.0389,3.1173,3.1751,3.374,4.3714,4.5617,4.8283,5.7384,6.2122,6.7207,6.999,7.1497,7.317,8.1785,8.3961,8.9145,39,0,0,0,8.0082,7.8313,8.0082,39,39,4.3121,7.8029,4.2169,7.6305,4.3121,7.8029,21,38,21,38,487,0.4911,6.2064,6.4104,6.1811,"RMR"
"48",90,533560,26800,24,3.0344,6.0883,4.1719,3.4707,0.9414,0.8862,0.2256,1.5764,0.5719,1.9253,0.8098,4.1719,0.5358,0.1075,0.004,0.1284,0.2007,0.0075,3.0444,3.0828,3.1513,3.422,3.4863,3.4964,3.5984,3.7435,4.324,4.6058,5.0627,5.0977,5.5371,5.721,6.0089,24,0,0,0,5.0526,4.908,5.0526,24,24,2.3158,3.7895,2.2495,3.681,2.3158,3.7895,11,18,11,18,475,0.3725,4.2725,4.3743,12.5003,"RMR"
"49",90,533580,26800,59,3.0055,11.2584,6.5633,3.2675,2.9888,8.9331,0.4554,5.7816,0.2632,1.4,2.7346,6.5633,1.6946,0.184,-0.1878,0.2582,0.1086,-0.1108,3.0296,3.1023,3.2022,3.5433,3.8781,3.9492,4.4068,5.7404,7.9199,9.1387,9.6597,9.899,10.5986,10.9934,11.2215,55,4,0,0,11.6279,11.5234,12.4736,55,59,5.4968,10.148,5.2734,10.1563,5.7082,10.9937,26,48,27,52,473,0.4311,7.2013,7.7337,10.1374,"RMR"
"50",89,533280,26780,491,3.0089,8.6674,5.0472,3.0089,1.3004,1.6911,0.2577,1.9988,0.3386,2.289,1.0925,5.0472,0.744,0.0568,0.0353,0.1474,0.0764,0.0475,3.0503,3.1337,3.3623,3.7749,3.984,4.1786,4.5186,4.9135,5.3651,5.8069,5.9828,6.2333,6.8435,7.2104,8.137,480,11,0,0,54.2986,44.6364,55.543,480,491,25.6787,54.1855,20.7273,44.5455,25.7919,55.4299,227,479,228,490,884,0.3602,5.2117,5.3702,34.5939,"RMR"
