"","row","center.X","center.Y","TR","Elev.minim","Elev.maxim","Elev.mean","Elev.mode","Elev.stdde","Elev.varia","CV","IQ","Elev.skewn","Elev.kurto","Elev.AAD","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.ske","Elev.L.kur","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Return.1.c","Return.2.c","Return.3.c","Return.4.c","Percentage","Percenta_1","X.All.retur","First.retu","All.return","Percenta_2","Percenta_3","Percenta_4","Percenta_5","X.All.ret_1","X.All.ret_2","First.re_1","First.re_2","All.retu_1","All.retu_2","Total.firs","Canopy.rel","Elev.quadr","Elev.cubic","Profile.ar","Habitat"
"429",5,531240,22600,299,3.0063,11.3646,5.593,4.2004,1.8902,3.573,0.338,2.8334,0.7223,2.8001,1.5647,5.593,1.0586,0.1809,0.0692,0.1893,0.1708,0.0654,3.0377,3.1946,3.3583,3.885,4.0896,4.266,4.6496,5.1982,5.8178,6.4122,6.923,7.3347,8.4191,9.0239,10.8851,289,10,0,0,67.5234,55.5762,69.8598,289,299,29.6729,49.2991,24.3494,40.5204,30.6075,50.9346,127,211,131,218,428,0.3095,5.9027,6.2107,32.4193,"RMR"
"430",5,531260,22600,427,3.0103,15.1555,9.5123,10.336,2.8893,8.3479,0.3037,4.4824,-0.2385,2.1763,2.4365,9.5123,1.6587,-0.0942,0.0841,0.1744,-0.0568,0.0507,3.2652,4.4816,5.5629,6.789,7.3441,7.7721,8.7204,9.7478,10.574,11.4847,11.8265,12.2765,13.2909,13.7506,14.596,365,59,3,0,86.0849,72.9915,100.7075,365,427,51.4151,44.1038,37.9487,32.1368,52.3585,44.3396,218,187,222,188,424,0.5354,9.9404,10.2997,48.2013,"RMR"
"431",5,531280,22600,433,3.0439,15.8384,8.2238,8.7304,2.5022,6.2611,0.3043,3.2721,0.2451,2.9509,1.9749,8.2238,1.4106,0.0524,0.1904,0.1715,0.0372,0.135,3.1228,4.0761,4.8977,6.2422,6.5823,6.9324,7.5308,8.1348,8.743,9.4037,9.8544,10.231,11.4677,12.6021,14.5272,383,50,0,0,89.6956,74.271,101.4052,383,433,47.7752,40.5152,35.506,30.1887,48.4778,41.2178,204,173,207,176,427,0.4049,8.5952,8.9384,42.4959,"RMR"
"432",5,531300,22600,197,3.0197,13.4009,6.1919,3.3492,2.2844,5.2185,0.3689,3.3979,0.6312,2.7418,1.8716,6.1919,1.2875,0.1825,0.08,0.2079,0.1418,0.0621,3.0601,3.2799,3.3948,3.9984,4.3094,4.5618,5.1253,6.0313,6.4357,7.4327,7.7074,8.1598,9.3713,10.3643,11.7858,180,17,0,0,42.5532,37.7395,46.5721,180,197,20.0946,39.2435,16.4751,34.8659,20.331,43.026,85,166,86,182,423,0.3056,6.5978,6.9886,23.7192,"RMR"
"433",5,531320,22600,254,3.014,14.4363,6.355,3.3766,2.5288,6.395,0.3979,3.3714,0.8829,3.1884,2.0393,6.355,1.3985,0.2791,0.1257,0.2201,0.1996,0.0899,3.0614,3.3358,3.5559,3.9962,4.3235,4.6113,5.2303,5.7987,6.5779,7.2624,7.6948,8.4775,10.3402,11.1879,13.4139,235,17,2,0,53.8991,46.098,58.2569,235,254,24.7706,51.1468,20.1452,43.3757,25.4587,54.8165,108,223,111,239,436,0.2925,6.8379,7.3206,25.1133,"RMR"
"434",5,531340,22600,383,3.0249,14.4934,7.4432,4.8453,2.4524,6.0144,0.3295,3.6782,0.4068,2.6174,2.0398,7.4432,1.3942,0.1092,0.101,0.1873,0.0783,0.0725,3.2972,3.8746,4.3243,5.1529,5.5096,5.8499,6.5477,7.1698,8.0729,8.9147,9.1879,9.5867,10.6306,11.5842,13.6994,338,45,0,0,72.5322,61.6747,82.1888,338,383,37.3391,63.5193,28.9855,52.1739,38.6266,69.5279,174,296,180,324,466,0.3853,7.8358,8.2046,34.9686,"RMR"
"435",5,531520,22600,1032,3.0184,16.4204,9.3871,10.6767,2.8146,7.9218,0.2998,3.9005,-0.3762,2.425,2.3185,9.3871,1.5953,-0.161,0.1352,0.1699,-0.1009,0.0847,3.3224,4.0943,5.0018,6.8659,7.6082,8.0869,8.9622,9.8877,10.5295,11.126,11.5087,11.8865,12.5499,13.393,14.7961,880,151,1,0,93.0233,81.0047,109.0909,880,1032,58.4567,41.1205,44.741,31.0832,60.2537,41.8605,553,389,570,396,946,0.4752,9.7996,10.137,51.3855,"RMR"
"436",5,531540,22600,916,3.1416,17.1108,10.5173,12.4544,2.9519,8.7138,0.2807,4.0824,-0.5257,2.5525,2.4211,10.5173,1.6627,-0.2209,0.1527,0.1581,-0.1329,0.0918,3.5406,4.8533,6.0345,7.8274,8.6125,9.143,10.2601,11.1674,11.8361,12.4376,12.6949,12.9299,13.8581,14.5975,15.7183,828,85,3,0,86.7925,72.7562,96.0168,828,916,53.1447,28.6164,40.9055,21.7633,53.9832,28.7212,507,273,515,274,954,0.528,10.9232,11.2517,48.925,"RMR"
"437",5,531560,22600,923,3.0088,16.9961,10.2475,12.1116,2.7024,7.3029,0.2637,3.9558,-0.5357,2.5988,2.2411,10.2475,1.5233,-0.2009,0.1207,0.1487,-0.1319,0.0793,3.7483,5.0264,6.3524,7.8343,8.3575,8.8945,9.8459,10.8036,11.5024,12.0739,12.3134,12.6037,13.36,13.8576,14.9545,813,109,1,0,89.4389,75.2241,101.5402,813,923,55.1155,29.4829,41.6463,21.8419,56.2156,29.4829,501,268,511,268,909,0.5175,10.5975,10.8853,51.0782,"RMR"
"438",5,531580,22600,819,3.0562,17.0571,10.0085,9.501,3.0133,9.0798,0.3011,4.3432,-0.3327,2.5047,2.4563,10.0085,1.709,-0.1476,0.1609,0.1708,-0.0864,0.0942,3.2919,4.3119,5.5604,7.3146,7.9023,8.555,9.6101,10.3677,11.2163,11.8446,12.2455,12.6101,13.5795,14.2263,16.1945,742,77,0,0,80.0431,71.3415,88.3495,742,819,46.9256,53.1823,38.5889,43.9895,47.7886,54.4768,435,493,443,505,927,0.4966,10.4517,10.8172,43.6008,"RMR"
"439",5,531600,22600,693,3.0009,15.7002,9.8086,11.064,2.8287,8.0016,0.2884,3.6595,-0.4351,2.6439,2.2846,9.8086,1.5967,-0.1641,0.1749,0.1628,-0.1028,0.1095,3.2281,4.4341,5.7389,7.3801,8.0775,8.4819,9.4662,10.1539,10.9595,11.4763,11.737,12.1469,13.1522,14.0082,15.324,599,93,1,0,70.2227,64.5853,81.2427,599,693,44.5487,30.8324,36.2535,25.0699,45.6038,31.5358,380,263,389,269,853,0.5361,10.2077,10.5341,41.2166,"RMR"
"440",4,531120,22580,866,3.0077,14.3252,6.7693,6.6005,2.2327,4.9851,0.3298,3.2487,0.4598,2.7328,1.8064,6.7693,1.2649,0.1137,0.1098,0.1869,0.0899,0.0868,3.1113,3.4739,3.8511,4.7146,5.0212,5.3613,6.0851,6.5865,7.0962,7.7705,8.2699,8.792,10.004,10.6879,12.5569,793,71,2,0,70.6144,62.482,77.1149,793,866,34.6394,37.3108,28.7879,30.9524,35.5298,38.2012,389,419,399,429,1123,0.3324,7.1276,7.4676,38.8781,"RMR"
"441",4,531140,22580,1001,3.0032,15.6161,6.0624,4.805,2.2545,5.0826,0.3719,2.5897,1.1994,4.3389,1.705,6.0624,1.2072,0.2701,0.1887,0.1991,0.2237,0.1563,3.0936,3.3289,3.6116,4.1138,4.4265,4.7421,5.1544,5.6326,6.1194,6.6162,7.0162,7.5082,9.08,10.9584,12.7921,918,82,1,0,71.4953,61.6379,77.9595,918,1001,31.4642,51.6355,25.6158,42.6108,32.3988,53.8941,404,663,416,692,1284,0.2425,6.4677,6.9027,31.8025,"RMR"
"442",4,531160,22580,309,3.0037,16.0459,6.3844,3.4177,2.6333,6.9344,0.4125,3.2402,1.2139,4.5072,2.0129,6.3844,1.4143,0.3188,0.2019,0.2215,0.2254,0.1428,3.0137,3.2414,3.4924,4.1308,4.3954,4.7405,5.3092,5.9144,6.4182,7.232,7.6356,8.0076,9.9434,11.7809,15.3442,288,21,0,0,57.1429,46.1194,61.3095,288,309,24.0079,53.1746,18.5075,42.6866,24.6032,56.746,121,268,124,286,504,0.2592,6.9045,7.4573,24.3905,"RMR"
"443",4,531240,22580,160,3.0918,9.9375,6.112,5.917,1.6668,2.7782,0.2727,2.6868,-0.0151,2.1719,1.396,6.112,0.9546,-0.0241,0.0432,0.1562,-0.0252,0.0452,3.1521,3.5237,3.7396,4.2782,4.6928,4.8725,5.9704,6.2383,6.7346,7.1821,7.3796,7.5513,8.0059,8.4744,9.8154,148,12,0,0,35.7488,33.8266,38.6473,148,160,21.0145,23.43,18.3932,20.5074,21.0145,23.43,87,97,87,97,414,0.4412,6.3338,6.5333,24.6709,"RMR"
"444",4,531260,22580,385,3.0295,13.5555,6.9377,7.0394,2.0327,4.1318,0.293,2.843,0.0335,2.6315,1.6381,6.9377,1.1554,-0.0204,0.1139,0.1665,-0.0177,0.0986,3.0811,3.435,4.023,4.9076,5.4615,5.8549,6.6124,7.0848,7.5406,8.0381,8.3046,8.6324,9.4234,10.073,11.8344,344,41,0,0,81.5166,67.5439,91.2322,344,385,48.1043,46.6825,35.7895,34.7368,48.3412,46.9194,203,197,204,198,422,0.3713,7.2286,7.4887,42.2936,"RMR"
"445",4,531280,22580,346,3.0386,15.551,7.605,8.7983,2.8566,8.1604,0.3756,4.1771,0.4851,2.541,2.3404,7.605,1.6209,0.1721,0.1279,0.2131,0.1062,0.0789,3.0883,3.5084,4.0804,4.8438,5.2038,5.8293,6.49,7.4114,8.2078,8.8941,9.3809,9.8719,11.9713,12.8601,14.4471,312,33,1,0,74.8201,63.7201,82.9736,312,346,37.4101,25.4197,30.2026,20.6262,39.3285,26.8585,156,106,164,112,417,0.365,8.1224,8.6032,34.8429,"RMR"
"446",4,531300,22580,245,3.0525,13.978,6.9602,6.0007,2.3387,5.4696,0.336,3.4653,0.2718,2.3635,1.9402,6.9602,1.338,0.0774,0.0888,0.1922,0.0579,0.0663,3.1045,3.3004,3.8068,4.8608,5.2852,5.6913,6.1005,6.7472,7.389,8.4383,8.7505,9.1822,10.1286,10.8236,12.0644,221,23,1,0,53.5109,46.3138,59.322,221,245,26.3923,36.0775,20.794,29.4896,26.6344,37.7724,109,149,110,156,413,0.3577,7.3411,7.6879,29.6844,"RMR"
"447",4,531320,22580,244,3.031,13.9097,7.9877,7.1753,2.9381,8.6326,0.3678,4.5387,0.1492,2.0398,2.4489,7.9877,1.6929,0.0645,0.0772,0.2119,0.0381,0.0456,3.0677,3.4916,3.8921,5.1934,5.5655,6.147,7.0824,7.8708,8.6937,9.7691,10.1042,10.7977,12.3225,12.9725,13.6543,209,34,1,0,49.8807,45.4376,58.2339,209,244,26.7303,31.9809,21.4153,27.0019,27.4463,34.6062,112,134,115,145,419,0.4556,8.5088,8.9604,28.7481,"RMR"
"448",4,531340,22580,183,3.0222,11.7826,5.9058,4.8299,1.9542,3.8189,0.3309,2.6958,0.6049,2.6255,1.5953,5.9058,1.1036,0.1554,0.0865,0.1869,0.1408,0.0784,3.0364,3.3162,3.5332,4.1254,4.4167,4.6574,5.1137,5.6056,6.1345,6.6798,7.1125,7.7478,9.0174,9.599,10.4406,175,8,0,0,41.7661,37.577,43.6754,175,183,19.0931,27.9236,16.8378,24.846,19.5704,28.8783,80,117,82,121,419,0.3292,6.219,6.5247,25.1411,"RMR"
"449",4,531520,22580,1012,3.004,15.1696,8.8016,9.1833,2.8761,8.2718,0.3268,4.2161,-0.1033,2.2365,2.3435,8.8016,1.6476,-0.0449,0.1295,0.1872,-0.0272,0.0786,3.1589,3.8046,4.6376,5.952,6.6996,7.3111,8.2755,8.963,9.5335,10.4287,10.9157,11.4202,12.6813,13.4238,14.5049,875,136,1,0,92.6907,81.3505,107.2034,875,1012,53.6017,47.5636,42.6045,37.4598,56.1441,49.3644,506,449,530,466,944,0.4766,9.2592,9.6463,50.0292,"RMR"
"450",4,531540,22580,847,3.0264,18.7647,10.7217,11.0205,4.0869,16.7028,0.3812,6.4476,0.039,1.9785,3.4517,10.7217,2.3562,0.0274,0.0826,0.2198,0.0116,0.035,3.2392,4.2081,5.1435,6.9485,7.6095,8.1232,9.2904,10.6856,11.7067,13.3804,14.057,14.9217,16.5495,17.318,18.094,720,123,4,0,78.346,69.1429,92.1654,720,847,43.1991,41.4581,34.2041,32.7347,45.593,43.6344,397,381,419,401,919,0.489,11.4734,12.1005,40.8085,"RMR"
"451",4,531560,22580,775,3.2305,18.8415,13.1006,14.629,3.3039,10.916,0.2522,4.5575,-0.714,2.9105,2.6797,13.1006,1.841,-0.3012,0.1958,0.1405,-0.1636,0.1063,4.5483,6.9304,8.1891,10.3443,10.9472,11.6011,13.0198,13.8629,14.5528,15.1258,15.5047,15.8735,16.7077,17.7711,18.4053,643,127,5,0,76.0947,69.6316,91.716,643,775,51.8343,34.7929,41.15,26.9542,54.2012,35.503,438,294,458,300,845,0.6322,13.5102,13.8402,48.9886,"RMR"
"452",3,531020,22560,657,3.0065,12.7793,5.484,3.0065,2.0586,4.238,0.3754,2.6299,1.1572,3.9309,1.6203,5.484,1.1081,0.2764,0.1316,0.2021,0.2494,0.1187,3.0242,3.1478,3.3251,3.709,3.8923,4.0657,4.5189,4.933,5.515,6.1128,6.5222,6.9174,8.775,9.6987,11.8746,636,21,0,0,58.2418,51.0886,60.1648,636,657,23.4432,58.2418,20.5288,51.0109,24.1758,60.0733,256,636,264,656,1092,0.2535,5.8571,6.2541,29.9897,"RMR"
"453",3,531040,22560,762,3.0056,10.3055,5.5079,4.6278,1.628,2.6505,0.2956,2.503,0.4842,2.4156,1.3649,5.5079,0.9252,0.1056,0.0514,0.168,0.1141,0.0555,3.0765,3.2319,3.5214,3.9266,4.1534,4.3823,4.7991,5.2527,5.8246,6.4026,6.6564,6.936,7.9029,8.4803,9.3584,721,40,1,0,67.7632,56.1947,71.6165,721,762,31.485,45.9586,25.1475,36.8732,32.0489,46.9925,335,489,341,500,1064,0.3428,5.7432,5.9713,37.9586,"RMR"
"454",3,531060,22560,983,3.0149,11.2667,6.7785,6.4204,1.9449,3.7828,0.2869,2.9849,-0.0958,2.2091,1.6091,6.7785,1.1152,-0.0344,0.0742,0.1645,-0.0308,0.0665,3.0797,3.4157,3.9639,4.836,5.2217,5.6303,6.4354,6.9148,7.4218,7.9318,8.2065,8.5799,9.3145,9.7287,10.7738,886,95,2,0,84.2205,70.9235,93.4411,886,983,48.289,54.7529,37.0851,42.6407,48.8593,56.1787,508,576,514,591,1052,0.4561,7.0518,7.2912,46.426,"RMR"
"455",3,531080,22560,905,3.0017,11.7523,6.4123,5.2241,1.9755,3.9025,0.3081,2.9104,0.2932,2.3107,1.6453,6.4123,1.1302,0.073,0.0725,0.1763,0.0645,0.0642,3.0902,3.4386,3.84,4.5632,4.8901,5.1417,5.703,6.2865,6.8555,7.4462,7.8005,8.151,9.1752,9.8534,10.6712,851,53,1,0,76.46,64.0481,81.3118,851,905,38.814,53.9084,31.1394,44.0198,39.5328,55.885,432,600,440,622,1113,0.3897,6.7093,6.9857,41.201,"RMR"
"456",3,531100,22560,985,3.0068,11.9226,6.8055,8.3846,2.2486,5.056,0.3304,3.9767,-0.0237,1.7555,1.9773,6.8055,1.2963,-0.0131,-0.018,0.1905,-0.0101,-0.0139,3.0696,3.3174,3.7317,4.3778,4.8632,5.202,5.9199,6.9258,7.7242,8.5025,8.8398,9.1017,9.6649,10.088,10.8278,883,102,0,0,72.6151,63.9195,81.0033,883,985,40.2961,26.2336,32.706,20.8306,41.4474,26.398,490,319,504,321,1216,0.4261,7.167,7.4772,42.1653,"RMR"
"457",3,531120,22560,908,3.0189,13.2933,6.9742,7.4222,2.2164,4.9124,0.3178,3.514,0.0247,2.1655,1.8613,6.9742,1.2725,-0.0085,0.0582,0.1825,-0.0067,0.0457,3.1032,3.4068,3.8266,4.6736,5.1566,5.5503,6.4551,7.1318,7.6986,8.3296,8.6706,8.9568,9.8859,10.4119,11.5143,825,81,2,0,65.8946,57.3232,72.524,825,908,37.3003,32.9872,29.9874,26.3258,37.9393,33.3067,467,413,475,417,1252,0.385,7.3175,7.6183,38.2311,"RMR"
"458",3,531140,22560,813,3.0048,20.7079,8.724,7.5008,3.9907,15.9257,0.4574,5.2561,0.9437,3.143,3.1848,8.724,2.1808,0.4884,0.2583,0.25,0.2239,0.1184,3.1443,3.7792,4.4534,5.4492,5.7454,6.1392,7.0037,7.6173,8.3977,9.8705,11.0015,11.8693,15.0111,17.0735,19.8104,714,99,0,0,59.749,55.0068,68.0335,714,813,22.7615,32.9707,20.23,28.8227,25.0209,35.6485,272,394,299,426,1195,0.3231,9.5924,10.4469,26.1425,"RMR"
"459",3,531260,22560,390,3.1072,11.1598,6.9949,8.2199,1.8772,3.5238,0.2684,2.8979,-0.0845,2.0978,1.5954,6.9949,1.0805,-0.0239,0.0514,0.1545,-0.0222,0.0476,3.2347,3.8701,4.4459,5.1587,5.4935,5.8121,6.4445,7.0685,7.6976,8.1971,8.3913,8.7642,9.4557,9.9434,10.3846,346,44,0,0,84.1849,69.0265,94.8905,346,390,47.9319,28.4672,35.0442,20.708,48.1752,28.4672,197,117,198,117,411,0.4828,7.2418,7.4617,47.2242,"RMR"
"460",3,531280,22560,350,3.0947,11.3514,6.8859,6.6333,2.0711,4.2894,0.3008,2.8524,0.0985,2.1841,1.6863,6.8859,1.1876,0.0288,0.088,0.1725,0.0242,0.0741,3.209,3.5545,3.946,4.93,5.4818,5.8933,6.3444,6.7482,7.2363,7.9952,8.3343,8.8693,9.8327,10.4014,11.0952,316,34,0,0,75.4177,66.5399,83.5322,316,350,37.9475,43.9141,30.6084,35.7414,38.4248,44.8687,159,184,161,188,419,0.4592,7.1897,7.4634,43.5231,"RMR"
"461",3,531300,22560,138,3.0604,13.1057,6.5884,4.4955,2.5117,6.3086,0.3812,3.5402,0.7546,2.8136,2.0409,6.5884,1.4037,0.2522,0.1273,0.2131,0.1797,0.0907,3.0868,3.3702,3.6863,4.5238,4.6486,4.9234,5.4365,6.1257,6.6937,7.8464,8.1888,8.5752,10.1753,11.3932,12.7992,132,6,0,0,31.5789,27.9919,33.0144,132,138,13.3971,25.5981,11.5619,22.7181,13.6364,26.7943,56,107,57,112,418,0.3512,7.0477,7.4986,16.4339,"RMR"
"462",3,531520,22560,980,3.0076,17.1254,10.6774,11.5231,3.2727,10.7107,0.3065,5.0677,-0.3186,2.3074,2.7145,10.6774,1.8649,-0.1579,0.1328,0.1747,-0.0847,0.0712,3.4947,4.9518,5.8641,7.362,8.1978,8.9424,10.2218,11.1437,11.9001,12.8373,13.2655,13.6177,14.4463,15.7343,16.8077,850,129,1,0,96.2627,80.9249,110.9853,850,980,60.3624,49.3771,45.3344,36.6639,62.1744,50.2831,533,436,549,444,883,0.5433,11.1672,11.5702,51.0932,"RMR"
"463",3,531540,22560,843,3.004,22.1677,12.5768,11.217,3.813,14.539,0.3032,4.2445,0.3599,3.1159,2.9445,12.5768,2.1111,0.1986,0.3574,0.1679,0.0941,0.1693,3.7757,6.3497,8.3797,9.8955,10.318,10.7531,11.3163,11.8755,12.822,14.0705,14.5625,15.2793,18.1014,20.4014,21.4668,742,99,2,0,88.8623,76.3587,100.9581,742,843,41.0778,59.521,32.2464,47.192,42.6347,62.3952,343,497,356,521,835,0.4995,13.1414,13.6748,44.0581,"RMR"
"464",3,531560,22560,917,3.1248,22.2583,13.195,13.7545,4.1008,16.8169,0.3108,4.6745,0.1924,3.0291,3.1087,13.195,2.2812,0.0903,0.3891,0.1729,0.0396,0.1706,3.9048,6.309,8.2016,9.9063,10.5359,11.2081,12.4086,13.1183,13.8712,14.7229,15.2104,15.7884,19.5008,21.3524,22.0837,799,117,1,0,89.9775,82.9114,103.2658,799,917,47.7477,40.3153,40.5063,34.2676,50.4505,42.6802,424,358,448,379,888,0.5263,13.8169,14.3832,48.7235,"RMR"
"465",3,531580,22560,741,3.0238,19.2427,11.0454,13.3215,3.9455,15.5668,0.3572,6.2006,-0.3305,2.1814,3.3022,11.0454,2.2439,-0.2171,0.1346,0.2032,-0.0968,0.06,3.2285,4.011,5.0464,7.1185,7.7604,8.6609,10.9097,11.7867,12.6937,13.5943,13.9611,14.4713,15.5383,16.8953,18.5753,612,121,8,0,74.2718,67.7331,89.9272,612,741,49.1505,31.3107,38.9397,23.8574,51.699,31.6748,405,258,426,261,824,0.4946,11.728,12.2592,40.2036,"RMR"
"466",2,530700,22540,887,3.0112,13.1096,7.432,9.4229,2.0724,4.2949,0.2788,3.1019,-0.1464,2.2912,1.7139,7.432,1.1864,-0.049,0.0883,0.1596,-0.0413,0.0744,3.2928,3.7726,4.3968,5.4829,5.9238,6.3082,6.9785,7.5966,8.1015,8.758,9.0257,9.3267,10.0486,10.7411,11.4931,793,94,0,0,88.9013,67.7617,99.4395,793,887,51.1211,18.2735,35.5997,12.5286,52.2422,18.3857,456,163,466,164,892,0.4378,7.7153,7.9626,45.4417,"RMR"
"467",2,530720,22540,905,3.0007,13.894,8.2028,9.3984,2.4302,5.9061,0.2963,3.6339,-0.2039,2.2621,2.0363,8.2028,1.3915,-0.0745,0.0911,0.1696,-0.0536,0.0655,3.1348,3.8027,4.8324,5.9754,6.4103,6.8755,7.5912,8.4081,9.1699,9.7702,10.0442,10.4544,11.2482,11.8289,12.9609,811,93,1,0,90.5134,65.343,101.0045,811,905,51.4509,36.2723,34.0072,23.6823,52.567,36.6071,461,325,471,328,896,0.4775,8.5549,8.8544,43.0041,"RMR"
"468",2,530740,22540,998,3.1008,16.3446,9.6155,9.8278,2.741,7.5132,0.2851,3.9097,-0.2638,2.4024,2.2548,9.6155,1.5644,-0.0971,0.1243,0.1627,-0.0621,0.0795,3.3706,4.5998,5.7468,7.1324,7.789,8.2162,9.0632,9.7884,10.5832,11.3079,11.6987,12.2117,13.0878,13.6282,14.8679,853,140,5,0,94.6726,72.7936,110.7658,853,998,56.6038,53.7181,38.2932,36.178,58.2686,55.0499,510,484,525,496,901,0.4919,9.9981,10.3231,47.7795,"RMR"
"469",2,530760,22540,978,3.0004,16.0859,9.0634,9.647,2.7013,7.2973,0.298,4.0479,-0.1487,2.3604,2.2473,9.0634,1.5449,-0.0596,0.1167,0.1705,-0.0386,0.0755,3.3109,4.2635,5.2718,6.6546,7.0928,7.5701,8.3395,9.2045,10.0396,10.7662,11.1408,11.5292,12.4593,13.1953,14.6759,837,138,3,0,92.1806,72.2304,107.7093,837,978,53.5242,47.3568,37.1492,32.5702,55.3965,48.5683,486,430,503,441,908,0.4633,9.457,9.7952,46.1239,"RMR"
"470",2,530780,22540,1001,3.0045,15.8046,8.3054,10.1157,2.7148,7.3701,0.3269,3.9819,-0.0135,2.3233,2.2418,8.3054,1.5541,-0.0199,0.1211,0.1871,-0.0128,0.0779,3.1664,3.6254,4.3969,5.7675,6.2887,6.7958,7.651,8.4388,9.2053,9.8752,10.2706,10.6844,11.7318,12.6711,13.9751,837,158,6,0,93.1034,76.5876,111.3459,837,1001,55.5061,30.0334,39.4797,21.0406,57.3971,30.5895,499,270,516,275,899,0.4141,8.7374,9.1101,46.3323,"RMR"
"471",2,530800,22540,852,3.0078,19.2384,8.9711,7.3875,3.4013,11.5685,0.3791,4.6059,0.4994,3.0193,2.706,8.9711,1.9122,0.1576,0.2236,0.2132,0.0824,0.1169,3.1748,3.7677,4.5581,5.9165,6.435,7.103,7.9163,8.8064,9.6417,10.6037,11.0409,11.4759,13.3145,15.3693,18.2252,733,116,3,0,81.9911,65.8423,95.302,733,852,43.1767,60.5145,31.1437,44.4359,45.0783,64.3177,386,541,403,575,894,0.3674,9.5935,10.1723,33.9359,"RMR"
"472",2,530820,22540,548,3.0088,13.3925,6.7798,3.0088,2.6083,6.8034,0.3847,4.1814,0.4276,2.2697,2.187,6.7798,1.4873,0.1575,0.0624,0.2194,0.1059,0.0419,3.0491,3.2058,3.4814,4.0879,4.5661,5.0898,5.7689,6.4103,7.2723,8.207,8.7475,9.3757,10.5515,11.3247,13.1571,483,64,1,0,57.0922,49.1039,64.7754,483,548,27.896,57.0922,22.043,49.0143,29.078,64.6572,236,483,246,547,846,0.3632,7.2634,7.7046,29.429,"RMR"
"473",2,530840,22540,672,3.0186,14.1907,7.7933,9.58,2.7249,7.4253,0.3496,4.2706,0.1174,2.0547,2.3306,7.7933,1.5679,0.0383,0.0558,0.2012,0.0244,0.0356,3.1382,3.6079,4.0627,5.1107,5.5251,6.0742,6.7488,7.7358,8.8583,9.5324,9.7957,10.2728,11.4445,12.2902,13.5391,601,69,2,0,68.6857,57.8811,76.8,601,672,36,22.0571,28.4238,16.9681,37.7143,22.5143,315,193,330,197,875,0.4274,8.2553,8.6582,35.7571,"RMR"
"474",2,530860,22540,828,3.0469,17.624,7.8394,7.9059,2.8301,8.0092,0.361,4.242,0.2629,2.4148,2.3522,7.8394,1.6182,0.0776,0.0948,0.2064,0.0479,0.0586,3.176,3.5698,3.9884,5.0399,5.6486,6.1164,6.9036,7.741,8.5319,9.5343,9.8905,10.432,11.6483,12.4428,14.5863,699,125,4,0,82.4292,71.8127,97.6415,699,828,44.9292,44.2217,35.2125,34.5186,47.8774,46.934,381,375,406,398,848,0.3288,8.334,8.7758,40.845,"RMR"
"475",2,530900,22540,732,3.0052,14.4532,7.6206,8.0932,2.6959,7.2676,0.3538,4.1231,0.2239,2.3854,2.219,7.6206,1.5411,0.0612,0.1117,0.2022,0.0397,0.0725,3.095,3.3749,3.9304,4.9609,5.4204,5.9851,6.8685,7.6248,8.2565,9.0418,9.5435,10.0609,11.0722,12.2444,13.8547,658,73,1,0,77.1395,64.9512,85.8148,658,732,41.0317,35.5217,32.5643,28.039,43.0246,37.0457,350,303,367,316,853,0.4032,8.0827,8.4941,37.4849,"RMR"
"476",2,530920,22540,756,3.0033,11.9514,6.0579,5.2758,1.9121,3.656,0.3156,2.8694,0.4995,2.5571,1.5774,6.0579,1.0842,0.1204,0.0816,0.179,0.1111,0.0752,3.095,3.3134,3.701,4.2631,4.5409,4.8539,5.3375,5.7795,6.3755,7.0698,7.4102,7.7159,8.8027,9.587,10.8778,696,59,1,0,76.7365,64.837,83.3517,696,756,35.9427,49.8346,28.7307,39.8799,36.935,51.2679,326,452,335,465,907,0.3414,6.3521,6.6355,39.3265,"RMR"
"477",2,530940,22540,654,3.0549,10.887,6.2166,7.0331,1.9042,3.6261,0.3063,3.1689,0.2032,2.0687,1.6144,6.2166,1.095,0.0529,0.0358,0.1761,0.0484,0.0326,3.1027,3.3434,3.7485,4.3125,4.5816,4.8811,5.5197,6.2049,6.7238,7.3296,7.7505,8.0333,8.8178,9.3002,10.4154,607,47,0,0,63.6936,52.6994,68.6254,607,654,33.6831,24.2392,26.2691,18.7752,34.2078,24.4491,321,231,326,233,953,0.4037,6.5013,6.7619,36.5437,"RMR"
"478",2,530960,22540,421,3.0032,11.0808,5.3206,3.7725,1.7926,3.2134,0.3369,2.5052,0.9245,3.3168,1.4379,5.3206,0.9873,0.2035,0.0875,0.1856,0.2061,0.0886,3.0295,3.1921,3.3639,3.6968,3.8431,3.9867,4.5115,5.0077,5.4268,6.0323,6.3484,6.7543,7.853,8.974,10.3799,398,23,0,0,41.8507,37.4889,44.2692,398,421,18.0862,32.9127,15.6723,28.9403,18.5068,34.1746,172,313,176,325,951,0.2869,5.6138,5.9165,25.9501,"RMR"
